Date,MSDEE15N Index,MSDEWEUN Index,MSDEEEMN Index,SBWMEU1L Index,SBWMUD1U Index,EURUSD Curncy,LEU1TREU Index,I19027EU Index,BERP10 Index,I02003EU Index,LECPTREU Index,LF96TREH Index,I34380 Index,LEGATRUU Index,LBUSTRUU Index,LBUTTRUU Index,LUATTRUU Index,H23059EU Index,H29186EU Index,H29190EU Index,HFRXGLE Index,BCOMTR Index,CLA Comdty,XAU Curncy,TTFG1MON Comdty,VIX Index,MOVE Index,SKEW Index,V2X Index
1999-01-29 00:00:00,102.733,107.24,,100.2755069,100.4253328,96.81322427,101.2325735,,100.8107,101.2609752,101.2158077,100,,99.60286661,100.7137249,101.1644344,100.5805796,,,,,99.56381432,,99.27146574,,107.4938575,71.95575002,95.7978467,206.6483516
1999-02-01 00:00:00,102.7333,107.24,,100.2838527,100.4388519,96.36162236,101.2325735,,100.6585,101.1302074,101.0326524,100,,99.22584742,100.3497252,101.2343608,100.0569395,,,,,99.07798149,,100.2081526,,113.3087633,71.72459341,95.41218062,203.4615385
1999-02-02 00:00:00,102.7333,107.24,,100.2921985,100.452371,96.71949557,101.2325735,,100.6346,101.074164,101.0189298,100,,99.29404922,100.1415554,101.1382356,99.75495679,,,,,99.59573035,,100.0693842,,115.3153153,75.69553372,94.30339065,212.1428571
1999-02-03 00:00:00,102.7333,107.24,,100.3005443,100.4658902,96.40422631,101.2325735,,100.5216,100.990099,100.8900116,100,,99.13291358,100.0380653,101.1081729,99.65429588,,,,,99.45831412,,99.75715525,,114.1687142,79.00602658,93.28298248,219.5604396
1999-02-04 00:00:00,102.7333,107.24,,100.3088901,100.4794093,96.62576687,101.2325735,,100.2858,100.8032879,100.632642,100,,98.77054712,99.77279756,100.9985713,99.30045755,,,,,99.67197418,,100.4163053,,120.7207207,78.9895154,92.60003214,213.1318681
1999-02-05 00:00:00,102.7333,107.24,,100.3172359,100.4929285,95.99522836,101.2325735,,100.3811,100.8780123,100.7325279,100,,98.70234532,99.66335974,100.7470437,99.13573971,,,,,99.60725558,,100.1040763,,121.4987715,78.27953438,92.8089346,207.7472527
1999-02-08 00:00:00,102.7333,107.24,,100.3422732,100.5334859,96.48943422,101.2325735,,100.2254,100.737904,100.5699099,100,,98.52775582,99.74067994,100.9482469,99.21606507,,,,,99.70920955,,100.312229,,123.955774,75.95145711,92.07777599,213.021978
1999-02-09 00:00:00,102.7333,107.24,,100.350619,100.547005,96.4127471,101.2325735,,100.3949,100.8780123,100.7594131,100,,98.87404868,99.87628768,100.8896294,99.40111845,,,,,98.81290117,,99.70511709,,128.4193284,75.63774457,91.07343725,217.3076923
1999-02-10 00:00:00,102.7333,107.24,,100.3590607,100.5605241,96.5064758,101.2325735,,100.4214,100.9340557,100.8033816,100,,98.92888542,99.8739086,100.8260171,99.37671581,,,,,98.58948899,,99.65307892,,124.6928747,73.92883679,92.326852,221.4285714
1999-02-11 00:00:00,102.7333,107.24,,100.3674065,100.5740433,95.63735515,101.2325735,,100.4964,100.990099,100.8870244,100,,98.95290701,99.83346418,100.9899954,99.31672598,,,,,98.40863151,,99.80919341,,112.2850123,71.14670189,94.51229311,207.8571429
1999-02-12 00:00:00,102.7333,107.24,,100.3757523,100.5875624,96.35310157,101.2325735,,100.3176,100.8873529,100.710497,100,,98.42873889,99.33266719,100.8772839,98.52465684,,,,,98.26057662,,100.4509974,,121.8673219,75.98447948,93.43564197,198.1318681
1999-02-15 00:00:00,102.7333,107.24,,100.4007897,100.6281198,95.63735515,101.2325735,,100.0781,100.7846068,100.7361686,100,,98.42873889,99.33266719,100.8772839,98.52465684,,,,,98.26057662,,100.4336513,,121.8673219,75.98447948,93.43564197,206.978022
1999-02-16 00:00:00,102.7333,107.24,,100.4091355,100.6416389,95.51806408,101.2325735,,100.0929,100.6818606,100.4059849,100,,97.85239816,99.54559513,101.2248425,98.80732079,,,,,96.367779,,98.88985256,,121.4168714,76.78527202,92.76072634,197.8571429
1999-02-17 00:00:00,102.7333,107.24,,100.4174813,100.6552526,95.84185412,101.2325735,,100.1453,100.6912012,100.4558346,100,,98.11503725,99.7537649,101.0625605,99.05338078,,,,,96.47771198,,98.88985256,,125.5118755,76.36423677,92.03760244,201.5934066
1999-02-18 00:00:00,102.7333,107.24,,100.425827,100.6687717,95.39025222,101.2325735,,100.1117,100.6725201,100.4146666,100,,97.95425684,99.56819642,101.0699113,98.81850534,,,,,97.19404943,,99.2888118,,124.6928747,73.4252456,92.51968504,195.3846154
1999-02-19 00:00:00,102.7333,107.24,,100.4342688,100.6822909,94.31663258,101.2325735,,100.2263,100.7285634,100.5557205,100,,97.54171588,99.51347751,101.0987489,98.73817997,,,,,96.93694812,,100,,119.98362,73.94534797,92.72055279,186.3186813
1999-02-22 00:00:00,102.7333,107.24,,100.4593061,100.7229428,93.91615542,101.2325735,,100.3404,100.8313095,100.7217925,100,,97.47369169,99.72045774,101.0788641,98.98220641,,,,,96.45554807,,99.58369471,,105.9377559,73.60686865,94.05431464,176.3186813
1999-02-23 00:00:00,102.7333,107.24,,100.4676519,100.736462,93.78834356,101.2325735,,100.4433,100.9620773,100.8286798,100,,97.09622848,99.47779126,100.9923514,98.65277072,,,,,97.43785241,,99.72246314,,108.4766585,69.53686122,94.09448819,171.7582418
1999-02-24 00:00:00,102.7333,107.24,,100.4759977,100.7499811,93.78834356,101.2325735,,100.3444,100.8966934,100.7201122,100,,96.705489,99.12449742,100.7451589,98.23792578,,,,,96.92364977,,99.84388552,,111.4250614,71.15495748,93.32315603,169.1208791
1999-02-25 00:00:00,102.7333,107.24,,100.4844394,100.7635948,94.0269257,101.2325735,,100.0581,100.6725201,100.4418319,100,,96.78150559,98.68912521,100.3781867,97.73767158,,,,,97.38465903,,99.86123157,,114.7010647,87.05522992,92.90535112,174.6153846
1999-02-26 00:00:00,103.583,107.898,,100.5094768,100.8042467,93.97580095,100.3233698,,99.8296,100.5043901,100.2293642,100.3262429,,96.64181623,98.95558252,100.4576314,98.0132181,,,,,96.09471967,,99.58369471,,114.1687142,83.74473706,92.30274787,169.2307692
1999-03-01 00:00:00,103.5828,107.898,,100.5181104,100.8177658,92.80845262,100.3233698,,99.4976,100.1494489,99.87500257,100.3262429,,96.08074986,98.54519068,100.4483958,97.51906457,,,,,96.27291748,,99.35819601,,116.1752662,87.45975398,92.70448337,178.3516484
1999-03-02 00:00:00,103.5828,107.898,,100.526648,100.831285,93.23449216,100.3233698,,99.5668,100.16813,99.9334405,100.3262429,,96.16715657,98.71410558,100.4591392,97.76817489,,,,,97.00166673,,99.47961839,,119.6560197,86.43606043,91.98135947,175.989011
1999-03-03 00:00:00,103.5828,107.898,,100.5352816,100.8448041,92.66359918,100.3233698,,99.4179,100.0934056,99.78221134,100.3262429,,95.97702629,98.5713606,100.2646271,97.54448399,,,,,97.55044505,,99.41023417,,118.9189189,90.52257905,92.0858107,175.4395604
1999-03-04 00:00:00,103.5828,107.898,,100.5438192,100.8583232,92.01601909,100.3233698,,99.3512,100.0280217,99.68493926,100.3262429,,95.42421874,98.44645873,100.1886693,97.38485003,,,,,98.55136707,,99.96530789,,109.2137592,90.82803599,92.63217098,169.6703297
1999-03-05 00:00:00,103.5828,107.898,,100.5524528,100.8718424,92.22051806,100.3233698,,99.9582,100.4950495,100.3177679,100.3262429,,96.05486337,98.80570028,100.2374858,97.77122522,,,,,98.76414057,,100.0693842,,98.60769861,80.194832,93.06604532,160.7692308
1999-03-08 00:00:00,103.5828,107.898,,100.5782576,100.9124943,92.77436946,100.3233698,,99.918,100.5230712,100.2757598,100.3262429,,96.18878045,98.95439298,100.2814018,97.91459075,,,,,99.81382319,,101.1621856,,100.4914005,79.20416082,93.5400932,164.0659341
1999-03-09 00:00:00,103.5828,107.898,,100.5867952,100.9260135,92.71472393,100.3233698,,99.8075,100.4576873,100.1286381,100.3262429,,96.35946256,99.32077177,100.2186377,98.3375699,,,,,100.3067485,,101.2489159,,102.4570025,79.02253777,92.82500402,159.1208791
1999-03-10 00:00:00,103.5828,107.898,,100.5954288,100.9395326,93.24301295,100.3233698,,99.9298,100.5884551,100.2780003,100.3262429,,96.93544806,99.26486332,100.166617,98.25317743,,,,,102.2066385,,101.5611448,,101.5151515,76.05877982,92.74465692,153.5714286
1999-03-11 00:00:00,103.5828,107.898,,100.6039665,100.9530517,94.08657123,100.3233698,,100.0409,100.6818606,100.4004772,100.3262429,,96.35781967,99.27794828,100.2170356,98.25622776,,,,,101.3254016,,102.1509107,,99.7952498,72.03005036,91.98939418,148.6813187
1999-03-12 00:00:00,103.5828,107.898,,100.6126,100.9666654,92.9192229,100.3233698,,100.1543,100.7659256,100.5315425,100.3262429,,96.99681192,99.48135988,100.1888578,98.48093543,,,,,101.0018086,,101.4223764,,101.7199017,70.40369851,91.55551985,148.2417582
1999-03-15 00:00:00,103.5828,107.898,,100.6384048,101.0073173,93.14928425,100.3233698,,100.2167,100.8780123,100.7806038,100.3262429,,97.14023107,99.69190874,100.2288157,98.70360956,,,,,100.0718111,,99.53165655,,103.3579034,67.8692314,92.78483047,152.5824176
1999-03-16 00:00:00,103.5828,107.898,,100.6469425,101.0208365,93.69461486,100.3233698,,100.3234,100.9247151,100.7324345,100.3262429,,97.25434476,99.8453596,100.385726,98.88764616,,,,,100.4051562,,98.33477884,,102.989353,68.56270123,92.01349831,151.043956
1999-03-17 00:00:00,103.5828,107.898,,100.655576,101.0343556,93.7457396,100.3233698,,100.4452,101.0274612,100.8902916,100.3262429,,97.55747866,99.74781719,100.2030881,98.72496187,,,,,101.9052094,,98.50823938,,104.7092547,69.47081648,92.10188012,154.7252747
1999-03-18 00:00:00,103.5828,107.898,,100.6642096,101.0479693,93.49011588,100.3233698,,100.5574,101.1208668,100.995592,100.3262429,,97.63669221,99.82632693,100.2812134,98.81850534,,,,,101.5585659,,98.1613183,,98.81244881,67.16750599,91.97332476,154.7802198
1999-03-19 00:00:00,103.5828,107.898,,100.6727473,101.0614884,92.84253579,100.3233698,,100.5142,101.1208668,100.9375274,100.3262429,,97.36068806,99.613399,100.2036535,98.53380783,,,,,102.3981347,,98.6123157,,99.59049959,66.99413853,92.37506026,148.2967033
1999-03-22 00:00:00,103.5828,107.898,,100.6985521,101.1021404,92.94478528,100.3233698,,100.4242,101.0461424,100.8433359,100.3262429,,97.16505191,99.49920301,100.3372864,98.38230808,,,,,104.3343736,,98.75108413,,102.3751024,67.42342937,91.93315121,149.1208791
1999-03-23 00:00:00,103.5828,107.898,,100.7071856,101.115754,92.81697342,100.3233698,,100.3465,100.9714179,100.7523184,100.3262429,,97.10262239,99.54916375,100.3366267,98.4605999,,,,,103.8113054,,98.71639202,,111.6707617,68.16643276,90.46279929,158.4615385
1999-03-24 00:00:00,103.5828,107.898,,100.7158192,101.1292732,92.62951602,100.3233698,,100.3987,101.0087801,100.7781767,100.3262429,,97.29799213,99.69547736,100.5251075,98.6314184,,,,,103.0258165,,98.45620121,,108.9271089,69.15710394,90.59938936,164.2857143
1999-03-25 00:00:00,103.5828,107.898,,100.7244528,101.1428869,92.35685072,100.3233698,,100.4836,101.1021857,100.8802097,100.3262429,,97.03521984,99.50158209,100.491181,98.38840874,,,,,104.411504,,98.28274068,,99.63144963,68.6039792,92.21436606,154.1208791
1999-03-26 00:00:00,103.5828,107.898,,100.7329904,101.1565005,92.02453988,100.3233698,,100.2727,100.9247151,100.6484183,100.3262429,,96.30382658,99.51228796,100.4372755,98.39450941,,,,,105.4372495,,97.05117086,,98.44389844,74.38289441,92.17419251,156.978022
1999-03-29 00:00:00,103.5828,107.898,,100.7588911,101.1971525,91.44512611,100.3233698,,100.3696,101.0274612,100.7551189,100.3262429,,96.22603391,99.35407894,100.4499037,98.2104728,,,,,105.420405,,97.2593235,,96.3963964,73.20234459,92.18222722,150.1098901
1999-03-30 00:00:00,103.5828,107.898,,100.7674288,101.2107661,91.44512611,100.3233698,,100.4673,101.074164,100.8052486,100.3262429,,96.50239328,99.65503295,100.4437781,98.57651246,,,,,105.8468385,,96.87771032,,93.07944308,71.6172707,92.59199743,149.6153846
1999-03-31 00:00:00,106.474,116.003,,100.7760624,101.2243798,91.70074983,101.0668313,,100.5986,101.1862507,100.9324865,99.44530765,,96.77200352,99.50396117,100.4430241,98.38942552,,,,,105.3042661,,97.15524718,,95.24979525,70.31288698,91.61176282,138.7362637
1999-04-01 00:00:00,106.4736,116.003,,100.7842163,101.237899,91.98193592,101.0668313,,100.6357,101.1955913,100.9471426,99.44530765,,96.67831485,99.35407894,100.5682696,98.15251652,,,,,105.0019504,,97.29401561,,90.33579034,71.53471477,90.26996625,135.2197802
1999-04-02 00:00:00,106.4736,116.003,,100.7922743,101.2514181,91.90524881,101.0668313,,100.6455,101.1955913,100.9471426,99.44530765,,96.67831485,99.35407894,100.5682696,98.15251652,,,,,105.0019504,,97.08586297,,90.33579034,65.59068769,90.26996625,135.2197802
1999-04-05 00:00:00,106.4736,116.003,,100.8166402,101.2921646,91.27471029,101.0668313,,100.7025,101.2329535,101.0056739,99.44530765,,96.91178168,99.81086289,100.4697884,98.69649212,,,,,105.4106529,,96.60017346,,90.86814087,65.79707752,92.19829664,135.2197802
1999-04-06 00:00:00,106.4736,116.003,,100.8246982,101.3056837,92.2801636,101.0668313,,100.9857,101.5225107,101.3921484,99.44530765,,96.84606641,100.114196,100.5199243,99.06964921,,,,,105.2049718,,97.12055507,,92.75184275,64.80640634,92.07777599,135.2197802
1999-04-07 00:00:00,106.4736,116.003,,100.8328521,101.3192974,91.81152011,101.0668313,,101.018,101.5785541,101.4786851,99.44530765,,97.05404637,100.1201437,100.5691178,99.06761566,,,,,103.8644987,,97.32870772,,93.40704341,65.83835549,91.41089507,137.5274725
1999-04-08 00:00:00,106.4736,116.003,,100.8409101,101.3328165,91.53033401,101.0668313,,101.0047,101.5411919,101.4577744,99.44530765,,97.46103706,100.5483787,100.672688,99.58820539,,,,,103.1455016,,97.36339983,,92.50614251,66.25939074,90.94488189,136.8681319
1999-04-09 00:00:00,106.4736,116.003,,100.849064,101.3464302,91.99897751,101.0668313,,101.3288,101.8867925,101.7845974,99.44530765,,97.35993322,100.4817643,100.704824,99.49364514,,,,,104.7022944,,97.67562879,,89.14823915,64.72385041,93.12228829,133.956044
1999-04-12 00:00:00,106.4736,116.003,,100.8734299,101.3870821,92.05862304,101.0668313,,101.4759,102.0082197,101.9631785,99.44530765,,97.79511931,100.4996075,100.8261114,99.53431622,,,,,104.3157559,,98.12662619,,89.8034398,62.41228432,90.67973646,138.956044
1999-04-13 00:00:00,106.4736,116.003,,100.8814879,101.4006958,91.87116564,101.0668313,,101.3659,101.9334952,101.8138164,99.44530765,,97.45109096,100.3259344,100.768719,99.31672598,,,,,105.4009007,,98.30008673,,93.07944308,62.75901924,90.40655632,134.0659341
1999-04-14 00:00:00,106.4736,116.003,,100.8896418,101.4143095,92.04158146,101.0668313,,101.3671,101.9241547,101.8280058,99.44530765,,97.60876322,100.3045226,100.7515672,99.2852059,,,,,104.6668322,,97.64093669,,102.1294021,63.66713448,90.42262574,139.9450549
1999-04-15 00:00:00,106.4736,116.003,,100.8977958,101.4278286,91.28323108,101.0668313,,101.2463,101.980198,101.6730426,99.44530765,,97.21247347,100.2498037,100.7207506,99.16725979,,,,,105.7732544,,98.52558543,,97.99344799,64.43490465,90.84846537,146.043956
1999-04-16 00:00:00,106.4736,116.003,,100.9058538,101.4414423,91.21506476,101.0668313,,101.2463,101.8027274,101.7014214,99.44530765,,97.10182315,100.0606666,100.765986,98.92323335,,,,,106.5463314,,98.6123157,,97.87059787,67.10971683,91.48320746,141.4285714
1999-04-19 00:00:00,106.4736,116.003,,100.9302196,101.4821888,90.83162918,101.0668313,,101.3356,101.8774519,101.7670474,99.44530765,,96.92150577,100.2688364,100.8264883,99.18149466,,,,,107.4993794,,98.82046834,,108.1900082,65.92091142,90.9529166,137.8571429
1999-04-20 00:00:00,106.4736,116.003,,100.9383735,101.4958025,90.54192229,101.0668313,,101.5073,102.0455819,101.9632719,99.44530765,,97.24613035,100.4080128,100.8757761,99.31977631,,,,,107.1323451,,98.68169991,,102.4570025,67.0271609,90.66366704,147.1978022
1999-04-21 00:00:00,106.4736,116.003,,100.9465275,101.5093216,90.18404908,101.0668313,,101.5444,102.1016253,101.9922108,99.44530765,,96.94925715,100.3913592,100.9311894,99.30147433,,,,,107.564098,,98.47354727,,95.45454545,67.25831751,92.39112968,141.5934066
1999-04-22 00:00:00,106.4736,116.003,,100.9545855,101.5229353,90.7123381,101.0668313,,101.5352,102.1109658,101.9657923,99.44530765,,96.76600922,100.0237908,100.886708,98.85205897,,,,,107.642115,,98.36947095,,92.62899263,67.72888632,92.70448337,138.7362637
1999-04-23 00:00:00,106.4736,116.003,,100.9627394,101.5365489,90.31186094,101.0668313,,101.5778,102.1389875,102.0334721,99.44530765,,96.98864191,100.0582875,100.9646448,98.9079817,,,,,107.4701231,,98.36947095,,93.2022932,65.9456782,93.07408003,138.6813187
1999-04-26 00:00:00,106.4736,116.003,,100.9871053,101.57739,90.23517382,101.0668313,,101.529,102.0922847,101.9640187,99.44530765,,96.88145497,100.1962744,101.0079954,99.06964921,,,,,106.9426221,,97.57155247,,96.35544636,66.58961446,92.8892817,141.6483516
1999-04-27 00:00:00,106.4736,116.003,,100.9952592,101.5909091,90.84867076,101.0668313,,101.6468,102.1950308,102.0750134,99.44530765,,97.08428428,100.3021436,101.092529,99.20894764,,,,,107.3610766,,97.83174328,,95.65929566,66.79600429,93.8614816,133.6263736
1999-04-28 00:00:00,106.4736,116.003,,101.0033172,101.6045228,90.49931834,101.0668313,,101.5596,102.1203064,101.9999589,99.44530765,,96.9843793,100.1938953,101.0353251,99.07574987,,,,,108.6049151,,98.1613183,,99.91809992,67.77016429,93.21067009,134.4505495
1999-04-29 00:00:00,106.4736,116.003,,101.0114711,101.6181364,90.38854806,101.0668313,,101.6896,102.2230525,102.1233694,99.44530765,,97.0404593,100.4579735,101.1590627,99.41128622,,,,,109.3150466,,99.23677363,,102.6208026,64.45967143,92.85714286,136.1538462
1999-04-30 00:00:00,111.89,123.583,,101.0196251,101.6317501,90.06475801,102.0837628,,101.6033,102.1763497,102.0553163,102.4752166,,96.67409664,99.81918968,101.1079844,98.62328419,,,,,109.5615093,,99.41023417,,102.6617527,70.048708,93.40350313,130.4395604
1999-05-03 00:00:00,111.8899,123.583,,101.0409212,101.672213,90.03919564,102.0837628,,101.5822,102.1670092,102.0851887,102.4752166,,96.71845445,99.86796089,101.2057117,98.68835791,,,,,109.9533671,,99.34084996,,98.89434889,70.74217783,93.68471798,132.4175824
1999-05-04 00:00:00,111.8899,123.583,,101.0480199,101.6856376,90.57600545,102.0837628,,101.427,102.0829441,101.8889642,102.4752166,,96.54120081,99.68596103,101.3674283,98.44026436,,,,,110.0269513,,99.04596704,,104.9140049,71.68331545,93.68471798,134.4505495
1999-05-05 00:00:00,111.8899,123.583,,101.0550227,101.6991567,91.70074983,102.0837628,,101.3952,102.0362414,101.8235249,102.4752166,,96.81272035,99.79420931,101.5867257,98.56837824,,,,,110.1085145,,99.65307892,,103.1531532,79.08032692,94.43194601,140.9340659
1999-05-06 00:00:00,111.8899,123.583,,101.0621214,101.7125813,91.95637355,102.0837628,,101.2786,101.9988791,101.713277,102.4752166,,96.97549886,99.35645802,101.4697733,98.0396543,,,,,109.2450087,,100.4509974,,112.3669124,80.34343268,93.89362044,148.0769231
1999-05-07 00:00:00,111.8899,123.583,,101.0692202,101.7261004,91.65814588,102.0837628,,101.3693,102.0455819,101.8100823,102.4752166,,96.99614589,99.27794828,101.4869251,97.93390951,,,,,108.4249441,,98.09193408,,103.8493038,74.77090729,93.92575928,148.7912088
1999-05-10 00:00:00,111.8899,123.583,,101.0905163,101.7665633,91.87116564,102.0837628,,101.3214,102.0455819,101.5914535,102.4752166,,97.07606987,99.44805272,101.5946419,98.14438231,,,,,108.7964112,,96.70424978,,109.009009,74.18476018,93.66061385,150.0549451
1999-05-11 00:00:00,111.8899,123.583,,101.097615,101.7799879,91.28323108,102.0837628,,101.3117,102.0269008,101.5526193,102.4752166,,96.65273917,99.22679799,101.4815534,97.87697001,,,,,108.2485195,,96.53078925,,104.9140049,74.64707339,93.81327334,145.9340659
1999-05-12 00:00:00,111.8899,123.583,,101.1047137,101.793507,90.7123381,102.0837628,,101.3294,102.064263,101.5926671,102.4752166,,96.53609456,99.31839269,101.502946,97.99186579,,,,,107.1456435,,96.21856028,,107.002457,77.81722117,94.1025229,151.5934066
1999-05-13 00:00:00,111.8899,123.583,,101.1118125,101.8070262,90.79754601,102.0837628,,101.3737,102.0829441,101.6404629,102.4752166,,96.59386184,99.77874527,101.5622232,98.52262328,,,,,108.0534771,,96.35732871,,102.4570025,74.49847272,94.56050137,151.5934066
1999-05-14 00:00:00,111.8899,123.583,,101.1189112,101.8204508,90.82310838,102.0837628,,100.9927,101.8400897,101.2255163,102.4752166,,96.29574538,99.00197464,101.7881174,97.58108795,,,,,107.6970815,,95.73287077,,109.99181,77.95756625,93.82130805,155.5494505
1999-05-17 00:00:00,111.8899,123.583,,101.1402073,101.8609136,90.93387866,102.0837628,,101.0911,101.8494302,101.2962766,102.4752166,,96.1357198,98.96985702,101.8260021,97.59735638,,,,,107.4266818,,95.22983521,,111.7117117,82.63848758,92.89731641,167.7472527
1999-05-18 00:00:00,111.8899,123.583,,101.147306,101.8744328,90.95092025,102.0837628,,101.1685,101.9241547,101.5342291,102.4752166,,96.10454945,98.90443223,101.6560866,97.53533299,,,,,105.9966665,,95.03902862,,111.6298116,78.03186659,95.1550699,169.3956044
1999-05-19 00:00:00,111.8899,123.583,,101.1544048,101.8879519,90.85719155,102.0837628,,101.0649,101.8307491,101.4280887,102.4752166,,96.05042315,99.18516404,101.66683,97.86578546,,,,,105.2900812,,94.69210755,,102.7027027,78.06488896,94.76940382,154.8351648
1999-05-20 00:00:00,111.8899,123.583,,101.1615035,101.901471,90.51635992,102.0837628,,101.1471,101.8867925,101.5393635,102.4752166,,95.98262097,99.12330788,101.4726005,97.76004067,,,,,105.1429129,,95.21248916,,100.1638002,75.88541237,95.50056243,139.2307692
